Contribution-ID,Permalink,Posted message,Type,Posted,share,like,comment,Readers of content during runtime,Reaction during runtime
191341015013_10158804173530014,https://www.facebook.com/berlinertafel.ev/posts/10158804173530014:0,"GETI – STUDIERENDE ZU BESUCH bei der BERLINER TAFEL  Heute durften wir eine internationale Gruppe des Global Ecumenical Theological Institute (GETI) willkommen heißen. Die Studierenden aus dem Südsudan, den Philippinen, den Niederlande, Polen, Deutschland, Iran, China und Nicaragua besuchen Berlin im Rahmen des Kirchentags. Sie nutzten die Gelegenheit, um die Arbeit der Berliner Tafel kennenzulernen und ihre eigenen Ideen und Perspektiven mitzuteilen.   Danke für den Besuch! -------------------------------------------------------------------------------------- It was lovely to begin the day by welcoming a group of nine international students from the Global Ecumenical Theological Institute (GETI) who are visiting Berlin for the citywide Kirchentag celebration. They hail from seven different countries (South Sudan, Philippines, Netherlands, Poland, Germany, Iran, China and Nicaragua) and came to learn about the work we do as well as share their own ideas and perspectives.  Thanks for the visit!  SHUKRAN, SALAMAT, DANK JE WEL, DZIĘKI, DANKE, MERCI,       XIE XIE, GRACIAS!",Photo,2017-05-23 09:30:00,1.0,15.0,0.0,47,74
191341015013_10158803354840014,https://www.facebook.com/berlinertafel.ev/posts/10158803354840014:0,"- KIRCHENTAGSTICKER - ABEND DER BEGEGNUNG  Im Anschluss an die Eröffnungsgottesdienste findet heute Abend, 24. Mai, ein buntes Straßenfest statt, das für alle auch ohne Kirchentags-Ticket frei zugänglich ist. Wir sind natürlich mit von der Partie und freuen uns auf Euren Besuch an unserem LAIB und SEELE Transporter und dem KIMBAmobil.   Wann: 19 bis 22:30  Wo: Unter den Linden 69a / in Höhe der Russischen Botschaft   Schaut vorbei und lasst Euch unsere leckeren Fruchtspieße schmecken.  Unsere Ehrenamtlichen informieren über die Berliner Tafel, KIMBA sowie LAIB und SEELE, eine Aktion der Berliner Tafel, der Kirchen und des rbb.",Photo,2017-05-24 05:38:57,,13.0,1.0,44,86
191341015013_10158808550470014,https://www.facebook.com/berlinertafel.ev/posts/10158808550470014:0,"- KIRCHENTAGSTICKER - MARKT DER MÖGLICHKEITEN  Ihr wollt mehr über die Arbeit der Berliner Tafel, von LAIB und SEELE und KIMBA erfahren? Dann auf zum Markt der Möglichkeiten auf dem Messegelände! Vom 25. bis 27. Mai ab jeweils 10:30 Uhr erwarten wir Euch an unserem Infostand in der Halle 1.2a und laden Euch ein, unser neues Glücksrad auszuprobieren.",Photo,2017-05-24 08:30:00,,8.0,1.0,20,36
191341015013_10158813113925014,https://www.facebook.com/berlinertafel.ev/posts/10158813113925014,- KIRCHENTAGSTICKER - ZENTRUM KINDER,Photo,2017-05-25 00:11:48,,13.0,0.0,15,22
191341015013_10158818535550014,https://www.facebook.com/berlinertafel.ev/posts/10158818535550014:0,"- KIRCHENTAGSTICKER - Markt der Möglichkeiten  Wir erwarten Euch noch bis Samstag, 27. Mai in der Halle 1.2a!  Kommt vorbei, lernt uns kennen und gewinnt bunte Preise an unserem Glücksrad!   Wir freuen uns auf Euch!",Photo,2017-05-26 01:37:19,,8.0,0.0,21,38
191341015013_10158809242505014,https://www.facebook.com/berlinertafel.ev/posts/10158809242505014:0,"- KIRCHENTAGSTICKER -     ABENDMAHL-GOTTESDIENST  Heute Abend, 26. Mai um 19 Uhr spricht unsere Vorsitzende Sabine Werth beim ökumenischen Gottesdienst in der Gethsemanekirche. Der Gottesdienst findet in der Stargarder Str. 77, 10437 Berlin/Prenzlauer Berg statt und ist auch ohne Kirchentags-Ticket frei zugänglich.",Photo,2017-05-26 05:30:00,,6.0,0.0,16,22
191341015013_10158841462575014,https://www.facebook.com/berlinertafel.ev/posts/10158841462575014:0,"- KIRCHENTAG - WIR WAREN DABEI  Der 36. Deutsche Evangelische Kirchentag ging am Sonntag zu Ende. Wir waren mit von der Partie und haben vier großartige Tage voller wunderbarer Ereignisse und vielfältiger Begegnungen erlebt.  Wir danken unseren 25 engagierten Helfer*innen, die uns am Abend der Begegnung, beim Markt der Möglichkeiten und im Zentrum Kinder mit vollem Einsatz unterstützt haben.",Photo,2017-05-30 08:30:00,1.0,22.0,0.0,35,54
191341015013_10159011147625014,https://www.facebook.com/berlinertafel.ev/posts/10159011147625014:0,"SCHOTTLAND IN BERLIN  Ein riesiges Dankeschön an das Team der Bank of Scotland das uns am 27. Juni beim Obst- und Gemüsesortieren sowie beim Lebensmittel einsammeln und ausgeben eifrig unterstützt hat. Es war uns eine große Freude, sie für den Tag bei uns begrüßen zu dürfen.",Photo,2017-06-29 05:50:46,,11.0,0.0,21,34
191341015013_10159010505085014,https://www.facebook.com/berlinertafel.ev/posts/10159010505085014:0,"""DIE TONNEN SIND UNSERE BABYS""  Zehn Pfandbeauftragte sammeln aktuell am Flughafen Tegel im Projekt 'SPENDE DEIN PFAND' Flaschen zugunsten der Berliner Tafel. Susanne Pieske ist eine von ihnen. Ein kleines Portrait der Berlinerin mit einem großen Danke an sie und das ganze Team der Pfandbeauftragten gibt es hier http://bit.ly/2t3AhLr",Photo,2017-06-30 08:30:00,4.0,33.0,3.0,49,106
191341015013_10159017089650014,https://www.facebook.com/berlinertafel.ev/posts/10159017089650014:0,"GLOBAL INSPIRATION AT THE GROßMARKT  Global denken und regional handeln! Unter diesem Motto haben wir am Freitag Vertreter*innen der Wiener Tafel , der französischen European Federation of Food Banks - FEBA  und der irischen FoodCloud Initiative empfangen. Wir sind dankbar für die Einblicke in die vielseitige Arbeit der Lebensmittelrettung in Österreich, Irland und Frankreich und freuen uns auf grenzenüberschreitende Kooperationsmöglichkeiten.  ------------------------------------------------------------------------------- It was an absolute pleasure to welcome our friends from Austria, France and Ireland to introduce the work that we do and to brainstorm together on ways we can strengthen our alliance. An enormous thank you to Dr. Alexandra Gruber, Chair of the Wiener Tafel; Patrick Alix, Secretary General of the European Federation of Food Banks; and Iseult Ward, Co-founder and CEO of Food Cloud, who inspired us with their passion for rescuing surplus food and gave us an insight into the roles their organizations play throughout Europe and beyond.",Photo,2017-07-03 08:30:00,8.0,37.0,1.0,57,107
191341015013_10159042794700014,https://www.facebook.com/berlinertafel.ev/posts/10159042794700014:0,"GEMÜSE DES MONATS JULI Radicchio, oder auch Roter Chicorée, stammt wie es der Name vermuten lässt aus Italien und wurde dort bereits im 16. Jahrhundert angebaut. Er weist große Ähnlichkeit mit dem Chicorée auf und enthält ebenfalls Bitterstoffe, die sich positiv auf Blutgefäße und Verdauung auswirken. Darüber hinaus verfügt Radicchio über Ballast- und Mineralstoffe sowie Vitamin C, was das rote Gemüse zu mehr qualifiziert als einer einfachen Salatbeilage. In Italien etwa wird der rote Chicorée auch gerne gegrillt oder als Zutat für eine leckere Pastasauce verwendet.",Photo,2017-07-04 08:30:00,,5.0,0.0,19,26
191341015013_10159049461225014,https://www.facebook.com/berlinertafel.ev/posts/10159049461225014:0,"BUNDESFREIWILLIGE ZU BESUCH BEI DER BERLINER TAFEL  Im Rahmen eines Bildungsseminars des AWO Landesverband Berlin e.V.haben wir gestern eine Gruppe Bundesfreiwilliger aus Berlin und Brandenburg empfangen. Viele spannende Fragen zu den Themen Lebensmittelrettung, Bedürftigkeit und Nutzen der Berliner Tafel wurden im regen Austausch diskutiert. Danke für Euren Besuch!",Photo,2017-07-05 08:30:00,,12.0,0.0,35,71
191341015013_10159042610130014,https://www.facebook.com/berlinertafel.ev/posts/10159042610130014:0,SÜßER KUSS    Heute ist der TAG DES KUSSES. Was passt da in der Beerensaison besser als eine leckere Stachelbeer Baiser Torte. Die Süße des 'BAISER' - französisch für 'KUSS' - ergibt kombiniert mit fruchtig-sauren Stachelbeeren eine köstliche Kuchenkreation. Viel Freude beim Busseln und Backen!,Photo,2017-07-06 08:30:00,,7.0,0.0,11,18
191341015013_10159042704435014,https://www.facebook.com/berlinertafel.ev/posts/10159042704435014:0,"HEUTE IST TAG DER SCHOKOLADE   Schokolierte Erdbeeren, Schoko-Muffins, Schokomousse oder einfach nur pur - die Vielfalt an Schokokreationen ist unendlich. Noch besser schmeckt Schokolade jedoch, wenn mit dem Kauf auch noch eine gute Sache unterstütz wird. Unsere 'Berliner Schoko-Tafel' ist ab November wieder in zweifacher Ausführung in Berliner Biomärkten erhältlich.  Der Erlös kommt der Rettung von Lebensmitteln zugute.",Photo,2017-07-07 08:30:00,7.0,44.0,4.0,58,93
191341015013_10159048957525014,https://www.facebook.com/berlinertafel.ev/posts/10159048957525014:0,"TAG DER WELTBEVÖLKERUNG  In dieser Sekunde gibt es 7.550.379.301 Menschen auf der Welt. Diese minütlich um 159 Personen ansteigende Zahl steht einer zunehmenden Ressourcenknappheit gegenüber. Umso wichtiger ist ein nachhaltiger und wertschätzender Umgang mit Lebensmitteln, da mit jedem weggeworfenen Produkt auch wertvolle Ressourcen wie Wasser, Energie und Boden vergeudet werden.   Die Berliner Tafel liebt Lebensmittel und setzt sich täglich für ihre Rettung ein!",Photo,2017-07-11 06:01:46,1.0,25.0,1.0,28,43
191341015013_10159089742310014,https://www.facebook.com/berlinertafel.ev/posts/10159089742310014:0,"FLOHMARKT FÜR DEN GUTEN ZWECK  30 Schüler*innen der 7. Klasse des Primo-Levi-Gymnasiums in Weißensee haben im Rahmen ihrer Projektwoche einen Flohmarkt zu Gunsten der Berliner Tafel veranstaltet!  Eine großartige Idee! Danke für Euren Einsatz, Euren Besuch und die Spende von 180 Euro, mit der wir nun 1500 KG Lebensmittel retten und verteilen können.",Photo,2017-07-12 06:30:00,4.0,26.0,1.0,32,65
191341015013_10159043068605014,https://www.facebook.com/berlinertafel.ev/posts/10159043068605014,"CORPORATE VOLUNTEERING EINSATZ MAL ANDERS  Im Rahmen ihres Social Day haben am Freitag drei Teams von Scout24 tatkräftig mit angepackt. Nebst ihrem Einsatz in der Lebensmittelsortierung und im Fuhrpark, sind wir enorm dankbar für die Unterstützung bei der Renovierung unserer Büroräume.   VIELEN DANK an alle Helfer*innen.  #scout24social",Photo,2017-07-17 08:30:00,,15.0,1.0,28,63
191341015013_10159129349295014,https://www.facebook.com/berlinertafel.ev/posts/10159129349295014,"MEINE GÜTE - EINE TÜTE   Die Berliner Leo Clubs und Lions Clubs sammeln aktuell Spenden, um Kindern bedürftiger Eltern mit einer Schultüte eine Freude zum Start ins neue Schuljahr zu bereiten. Ziel der Aktion ist es, allen Kindern, deren Eltern zur Tafel gehen, eine Schultüte prall gefüllt mit Schulmaterialien zu schenken.   Wer die Aktion unterstützen möchte, kann über Betterplace direkt online spenden. Jeder Cent zählt!",Link,2017-07-18 09:00:00,7.0,28.0,0.0,37,43
191341015013_10159123003285014,https://www.facebook.com/berlinertafel.ev/posts/10159123003285014,"RENOVIERUNGSTRUPP BEI DER BERLINER TAFEL  Zur Verschönerung unserer Büroräume konnten wir am Samstag auf ein Team freiwlliger Helferinnen von Daimler zählen! Wir freuen uns über die frisch renovierten, hellen und freundlichen Räume, in denen die tägliche Büroarbeit nun noch besser von der Hand geht.   VIELEN DANK an alle engagierten 'Handwerkerinnen'.",Photo,2017-07-19 08:36:00,1.0,20.0,0.0,63,176
191341015013_10159146068290014,https://www.facebook.com/berlinertafel.ev/posts/10159146068290014:0,"FANTASTISCH PHORMS MITTE     Ein großes Dankeschön an Phorms Education Berlin Mitte! Zur Unterstützung der Berliner Tafel haben die Schüler*innen in diesem Jahr 71kg Lebensmittel gesammelt, die sie uns als kreative Skulpturen präsentierten. Wir freuen über diese formvollendete Spende!    -------------------------------------------------------------------------------------  A heartfelt thanks to the bilingual private school Phorms Education Mitte that held a food drive again this year to benefit the Berliner Tafel. The creative Ms. Wilson, teacher of the Community Service class, asked her students to build sculptures with the 71 kilos of food they had donated. Many thanks to everyone at Phorms who support us in our mission and have a wonderful summer!",Photo,2017-07-21 08:30:00,3.0,26.0,0.0,78,112
191341015013_10159146364350014,https://www.facebook.com/berlinertafel.ev/posts/10159146364350014:0,10 JAHRE LAIB UND SEELE IN MARIENFELDE   2005 hat in Berlin die erste von insgesamt 45 Ausgabestellen eröffnet. Die evangelische Kirchengemeinde Marienfelde war Nummer 42; jetzt feiert sie ihr zehnjähriges Jubiläum. Herzlichen Glückwunsch!   http://bit.ly/2tsWaTO,Photo,2017-07-24 08:30:00,,21.0,3.0,32,78
191341015013_10159175684355014,https://www.facebook.com/berlinertafel.ev/posts/10159175684355014:0,"DIE BERLINER TAFEL BRAUCHT NAVIS  Unsere Sprinter-Fahrer*innen sind täglich im Großstadtdschungel Berlins unterwegs. Für diese großartige ehrenamtliche Arbeit suchen wir dringend vier Navigationsgeräte!   Sie können uns aushelfen? Dann melden Sie sich bitte bei Beate Koch unter koch@berliner-tafel.de oder 03083210962  Gern holen wir die Navis auch persönlich ab.   Eine kleine Spende mit großer Wirkung, um auch weiterhin gerettete Lebensmittel auf dem schnellsten Weg dahin zubringen, wo sie gebraucht werden!",Photo,2017-07-26 08:30:00,12.0,19.0,4.0,104,150
191341015013_10159187074065014,https://www.facebook.com/berlinertafel.ev/posts/10159187074065014:0,MIT DEM HERZEN DABEI,Photo,2017-07-28 08:30:00,3.0,27.0,0.0,15,20
191341015013_10159205418025014,https://www.facebook.com/berlinertafel.ev/posts/10159205418025014:0,"FRUCHT DES MONATS AUGUST  Die Birnensaison hat begonnen!  Bereits in der Antike wurden Birnen verzerrt. Handelte es sich damals noch um wildgewachsene Varianten gibt es heute weltweit etwa 5000 Sorten. Die Frucht ist reich an Vitamin C, Folsäure, Eisen, Kalium, Kupfer und weiteren Mineralstoffen. Da sich die meisten Nährstoffe direkt unter der Schale befinden, darf diese gerne mitverspeist werden. Sei es als Kompott, Kuchenzutat oder einfach pur, dieses süße und köstliche Obst bietet vielfältige Möglichkeiten.  Eine leckere Variante findet Ihr hier: http://bit.ly/2f4pAFl",Photo,2017-08-01 08:30:00,,9.0,0.0,12,18
191341015013_10159209154290014,https://www.facebook.com/berlinertafel.ev/posts/10159209154290014,"AKTIV WERDEN GEGEN LEBENSMITTELVERSCHWENDUNG  Jedes Jahr werden in der EU geschätzt 88 Millionen Tonnen Lebensmittel weggeschmissen. Demgegenüber stehen 55 Millionen Menschen in Europa, die von Ernährungsarmut betroffen sind! Ihr wollt etwas dagegen unternehmen? Dann unterstützt die Petition von Friends of the Earth England, Wales and Northern Ireland und fordert Deutschlands Vertreter*innen im Europäischen Rat auf, gegen diese Missstände vorzugehen!",Link,2017-08-02 08:30:00,5.0,20.0,0.0,24,28
191341015013_10159218318320014,https://www.facebook.com/berlinertafel.ev/posts/10159218318320014:0,EUCH ALLEN EIN SONNIGES WOCHENENDE,Photo,2017-08-04 08:30:00,,8.0,0.0,6,6
191341015013_10159233345375014,https://www.facebook.com/berlinertafel.ev/posts/10159233345375014,Berliner Tafel e.V.s Titelbild,Photo,2017-08-07 05:44:57,2.0,19.0,1.0,24,54
191341015013_10158899810655014,https://www.facebook.com/berlinertafel.ev/posts/10158899810655014:0,"VEGGI ZU GUNSTEN DER UMWELT UND DER BERLINER TAFEL   ""Eat Green!"" heißt es noch bis 25.08. beim Kochboxen Start-up Marley Spoon. Mit der Kampagne für bewussteren Fleischkonsum werden Kund*innen aufgefordert, einmal pro Woche anstatt eines Fleischgerichts zu einer vegetarischen Mahlzeit zu greifen. Damit rückt das Unternehmen die Folgen des Fleischkonsums für Umwelt und Gesundheit in den Fokus. Für jede verkaufte vegetarische Box spendet Marley Spoon einen Betrag an die Berliner Tafel.",Photo,2017-08-10 08:30:00,1.0,11.0,0.0,12,14
191341015013_10159242933140014,https://www.facebook.com/berlinertafel.ev/posts/10159242933140014:0,"FRUCHTIG, LECKER UND NACHHALTIG  In unserem  KIMBAmobil zaubern die Kinder leckeren Smoothisaft aus geretteten Früchten mit kleinen Makeln. Auch für Shakes, Marmelade oder Eis eignet sich das reife Obst wunderbar. Probiert es einfach mal aus, damit die Früchte nicht in der Tonne landen!",Photo,2017-08-14 08:30:00,2.0,19.0,1.0,19,32
191341015013_10159279870390014,https://www.facebook.com/berlinertafel.ev/posts/10159279870390014,Wir wussten es schon immer! Krummes Gemüse hält positive Überraschungen bereit!,Link,2017-08-17 05:24:18,,13.0,0.0,34,34
191341015013_10159279801690014,https://www.facebook.com/berlinertafel.ev/posts/10159279801690014:0,"SPENDEN STATT GESCHENKE  Dazu haben Harry und Heidi Richter die Gäste ihres 70. Geburtstages aufgerufen. So kamen unglaubliche 1.500 Euro für die Arbeit der Berliner Tafel zusammen! Wir wünschen ALLES GUTE nachträglich und bedanken uns bei Heidi, Harry und all ihren Gästen für diese großartige Spendenaktion!",Photo,2017-08-17 08:30:00,2.0,27.0,0.0,31,38
191341015013_10159243051040014,https://www.facebook.com/berlinertafel.ev/posts/10159243051040014:0,"Das finden wir echt COOL!  Der Sommer ist im vollen Gange! Umso dankbarer sind wir für die neue Kühlzelle in unserem Lager. Unser herzlicher Dank gilt den Hörer*innen des Berliner Rundfunk, der Daimler AG, der Berliner Sparkasse sowie weiteren Sponsor*innen für ihre finanzielle Unterstützung.  Darüber hinaus konnte ein Teil der Kosten durch das Projekt 'Spende Dein Pfand' in Tegel gedeckt werden.  Die Kühlzelle wird nun eifrig befüllt, um noch mehr gerettete Lebensmittel auch bei hohen Temperaturen frisch zu halten!",Photo,2017-08-18 08:30:00,4.0,35.0,2.0,101,163
191341015013_10159308111650014,https://www.facebook.com/berlinertafel.ev/posts/10159308111650014,"So soll es sein! Gerettete Lebensmittel kommen dort an, wo sie benötigt werden. Wir freuen uns, GEBEWO - Soziale Dienste - Berlin auf diesem Weg unterstützen zu können! Lasst es Euch schmecken!",Photo,2017-08-23 05:22:49,,19.0,0.0,24,31
191341015013_10159312621335014,https://www.facebook.com/berlinertafel.ev/posts/10159312621335014,Ein großartiger Erfolg für die gute Sache! Die Berliner Tafel dankt allen beteiligten Restaurants und freut sich schon auf den erneuten Start der Aktion 'Suppe mit Sinn' im November.,Photo,2017-08-24 05:30:09,,14.0,0.0,6,7
191341015013_10159312204735014,https://www.facebook.com/berlinertafel.ev/posts/10159312204735014,"ALEXANDER VON HUMBOLDT STIFTUNG ZU BESUCH IN DER BEUSSELSTRAßE   Stipendiat*innen der Alexander von Humboldt Stiftung aus 20 verschiedenen Ländern haben sich in der vergangen Woche über die Arbeit der Berliner Tafel informiert. Ihr Besuch war Bestandteil einer Deutschlandreise, auf der sie Einblicke in die kulturelle, politische, wirtschaftliche sowie soziale Vielfalt Deutschlands erhalten. Da durfte die Berliner Tafel natürlich nicht fehlen!  Danke für Euren Besuch und weiterhin gute Reise! ___________________________________________________________  Over the past week it was lovely to welcome two groups of Alexander von Humboldt Foundation research fellows from 20 countries who were interested in learning more about our mission. The participants traveled throughout the country in order to gain a comprehensive view of the cultural, political, economic and social diversity of the Federal Republic of Germany. Naturally, the Berliner Tafel was also a must-see!  Thanks for the visit and safe travels!",Photo,2017-08-24 08:30:00,,18.0,0.0,64,180
191341015013_10159317397135014,https://www.facebook.com/berlinertafel.ev/posts/10159317397135014,Euch liegen Lebensmittel genauso am Herzen wie der Berliner Tafel?  Dann gibt es hier ein paar hilfreiche Tipps zur Vermeidung unnötiger Lebensmittelabfälle.,Link,2017-08-25 05:12:30,1.0,7.0,0.0,7,11
191341015013_10159329957410014,https://www.facebook.com/berlinertafel.ev/posts/10159329957410014:0,LÖWENSTARKE SCHULTÜTENAKTION  Pünktlich zum Schulanfang beschenken der Lions Club Berlin und seine Jugendorganisation Leo bedürftige Berliner Kinder mit knapp 2800 Schultüten und -beuteln. Die Leos organisieren diese Spendenaktion gemeinsam mit LAIB und SEELE. Mehr Informationen findet Ihr hier http://bit.ly/2giDZOH,Photo,2017-08-28 08:13:00,4.0,24.0,0.0,33,61
191341015013_10159334957990014,https://www.facebook.com/berlinertafel.ev/posts/10159334957990014,"GUTE-NACHT-GESCHICHTEN FÜR DEN GUTEN ZWECK  Der Sammelband ""Schlaflos im Ellington"" vereint 12 erlesene Geschichten und kann aktuell im Ellington Hotel erworben werden. Ein Teil des Erlöses geht an die Berliner Tafel. Eine wunderbare Aktion und eine schöne Geschenkidee!",Link,2017-08-29 05:08:47,,9.0,0.0,9,10
191341015013_10159340370235014,https://www.facebook.com/berlinertafel.ev/posts/10159340370235014,"Die Zahlen sind beeindruckend!  'SPENDE DEIN PFAND' sichert die Rettung von 660 Tonnen Lebensmittel für rund 125.000 Bedürftige jeden Monat!   Herzlichen Dank für dieses großartige Projekt, die gute Zusammenarbeit und die Unterstützung der Berliner Tafel.",Photo,2017-08-30 06:58:10,,24.0,0.0,17,20
191341015013_10159284990850014,https://www.facebook.com/berlinertafel.ev/posts/10159284990850014,"GUTE IDEE  Ob Geburtstag, Silberhochzeit oder Jubiläum – unter dem Motto 'Spenden statt Geschenke' können Sie Ihre ganz persönliche Spendenaktion starten und Freund*innen, Verwandte und Bekannte anregen, die Arbeit der Berliner Tafel zu unterstützen! http://bit.ly/2ioZyhs   Feste feiern und dabei noch Gutes tun!",Photo,2017-09-01 09:21:00,1.0,11.0,0.0,13,30
191341015013_10159349751165014,https://www.facebook.com/berlinertafel.ev/posts/10159349751165014:0,"Heute ist der TAG DES GEMÜSES  Ganz egal ob krumm, verformt oder mit kleinen Makeln, Hauptsache es schmeckt! Und nicht nur das - es liefert zahlreiche Vitamine und Nährstoffe und sollte bei keiner Mahlzeit fehlen.   Die Berliner Tafel rettet täglich große Mengen an Gemüse. Wir freuen uns über alle Exemplare - auch über die mit kleinen 'Schönheitsfehlern'",Photo,2017-09-03 00:03:00,1.0,11.0,0.0,10,13
191341015013_10159363464605014,https://www.facebook.com/berlinertafel.ev/posts/10159363464605014:0,"EHRENAMT MACHT GLÜCKLICH  Heute ist der Tag der Wohltätigkeit. Ein perfekter Anlass um DANKE zu sagen, denn ohne den ehrenamtlichen und wohltätigen Einsatz von rund 1800 engagierte Helfer*innen wäre die Arbeit der Berliner Tafel nicht möglich!  Ob beim Obst und Gemüse Sortieren, in unseren KIMBAKochkursen oder bei der Lebensmittelausgabe von LAIB und SEELE - die Berliner Tafel freut sich immer über Unterstützung.   Übrigens trägt ehrenamtliche Arbeit zum Glücklichsein bei - http://bit.ly/2mGGF68   Probieren Sie es doch auch einmal aus!",Photo,2017-09-05 08:43:00,1.0,25.0,2.0,56,97
191341015013_10159373775845014,https://www.facebook.com/berlinertafel.ev/posts/10159373775845014:0,"BERLINER TAFEL IM MUSEUM   Heute startet im  Haus der Geschichte in Bonn die Ausstellung - 'MEIN VEREIN' und die Berliner Tafel ist mit von der Partie.  Die ausgestellten Dokumente und Fotos - u.a. von Sabine Werth beim Obst Sortieren im Jahr 1993 - erinnern an die Anfänge der Berliner Tafel Arbeit und an die Vereinsgründung 1994.   Ein schöner Anlass, um in Erinnerungen zu schwelgen...   Mehr Infos zur Ausstellung gibt es hier: http://bit.ly/2vLPd5h",Photo,2017-09-06 08:12:00,2.0,13.0,0.0,25,31
191341015013_10159377306015014,https://www.facebook.com/berlinertafel.ev/posts/10159377306015014,"VOLLE FAHRT VORAUS      6 Mitarbeiter*innen der Kanzlei  Freshfields Bruckhaus Deringer haben uns vergangene Woche tatkräftig beim Einsammeln und Sortieren von Lebensmitteln unterstützt. Zusätzlich spendeten sie 10 Tankgutscheine im Wert von 500€ für unsere Berliner Tafel Sprinter, die täglich etwa 20 Tonnen geretteter Lebensmittel durch Berlin transportieren.  DANKE für Euren Einsatz und die praktische Spende!",Photo,2017-09-07 08:46:00,1.0,16.0,0.0,26,45
191341015013_10159237509760014,https://www.facebook.com/berlinertafel.ev/posts/10159237509760014,"ZUCKERTÜTEN FÜR WILLKOMMENSKLASSEN  Um Kindern mit Fluchterfahrung den Start ins Schulleben zu verschönern, hat die Berliner Tafel pünktlich zum Schulanfang 500 Schultüten an Willkommensklässler*innen in Berliner Grundschulen und Gemeinschaftsunterkünften verteilt.   Wir wünschen allen Einschüler*innen einen fantastischen Schulanfang und danken den Spender*innen, die diese Hilfe möglich gemacht haben.   Mehr Infos zur Aktion gibt es hier: http://bit.ly/2wa74y9",Photo,2017-09-08 08:30:00,4.0,39.0,0.0,42,68
191341015013_10159399370675014,https://www.facebook.com/berlinertafel.ev/posts/10159399370675014:0,"EINS MEHR! Sammeln für Bedürftige in der Erntedankzeit  Vom 15.09. bis zum 30.09.2017 sammeln Ehrenamtliche in 29 Berliner Supermärkten Lebensmittel für Bedürftige. Einkaufen gehen, einen Artikel mehr kaufen und spenden – so einfach ist die Aktion „Eins mehr!“.  Informationen zur Aktion und zu den beteiligten Supermärkten finden Sie hier: http://bit.ly/2h1nPWK",Photo,2017-09-12 08:12:01,7.0,30.0,3.0,51,78
191341015013_10159399409565014,https://www.facebook.com/berlinertafel.ev/posts/10159399409565014:0,"ENGAGEMENT FÜR DIE BERLINER TAFEL  Mit dem Retten von Lebensmitteln kennt sich ResQ Clubgut aus! Am Wochenende haben sich die Mitarbeiter*innen des Startups bei der Berliner Tafel eingefunden, um im Rahmen der Woche des bürgerschaftlichen Engagements Gemüse und Obst für Bedürftige zu retten.   Wir danken den engagierten Lebesnmittelretter*innen und freuen uns auf ein badliges Wiedersehen!",Photo,2017-09-13 08:51:00,3.0,60.0,3.0,136,187
191341015013_10159412494995014,https://www.facebook.com/berlinertafel.ev/posts/10159412494995014:0,"SÜßKARTOFFELN!  Der Spitzname Taiwans ist Hanji (Süßkartoffel) benannt nach ihrer Inselform. Es war uns wieder einmal ein Vergnügen, zwei Praktikantinnen, An-Yu und Chen Fang, von der Chaoyang University of Technology in Taichung empfangen zu können. Sie haben ein 4-wöchiges Praktikum bei uns abolviert: beim Einsammeln, Sortieren und Weiterverteilen der Lebensmittel bis hin zu einem Besuch einer LAIB und SEELE Ausgabestelle sowie in unserem KIMBA-Bereich haben sie uns fleißig unterstützt.  Vielen Dank ihr beiden! 多谢!  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - SWEET POTATOS!  Due to its shape, the nickname for Taiwan is Hanji (Sweet potato). It was a pleasure again this year to welcome two interns, An-Yu und Chen Fang, from the Chaoyang University of Technology in Taichung. They completed a 4 week internship where they supported us in every aspect of our operation from collecting, sorting and delivering food to assisting at LAIB und SEELE as well as helping out our KIMBA team.  Many thanks girls! 多谢!",Photo,2017-09-14 08:11:00,1.0,17.0,0.0,24,66
191341015013_10159411620230014,https://www.facebook.com/berlinertafel.ev/posts/10159411620230014:0,ENGAGEMENT INTERAKTIV  Die Woche des bürgerschaftlichen Engagements fordert zum ehrenamtlichen Mitmachen auf. Das haben die 6 Mitarbeiter*innen von emarsys interactive services GmbH beherzigt und unterstützten am Mittwoch das Berliner Tafel Team beim Abholen und Sortieren von Lebensmitteln!,Photo,2017-09-15 08:11:00,1.0,9.0,0.0,12,15
191341015013_10159421727680014,https://www.facebook.com/berlinertafel.ev/posts/10159421727680014:0,"TAFEL TAG - '50 helfende Hände'  Gemeinsam gegen Lebensmittelverschwendung: Die Berliner Tafel freut sich heute am 11. Deutschen  #TafelTag auf 25 ehrenamtliche Helfer*innen des Rotary Clubs Berlin und ihre Kolleg*innen aus der Schweiz. Gemeinsam sortieren wir Lebensmittel, um sie so vor dem sinnlosen Abfalltod zu bewahren. Durch internationale Kooperationen wie diese fördern wir den Austausch und die europäische Vernetzung innerhalb der Tafelarbeit. Gemeinsam setzen wir uns für die gleichen Ziele ein:  GEGEN die Verschwendung von Lebensmitteln und FÜR die Unterstützung Bedürftiger.",Photo,2017-09-16 08:16:29,1.0,15.0,0.0,29,42
